split_name,split_row_index,global_review_rank,item_id,axis,gold,clean_pred,clean_gold_gap,gemini,seed,core_mean,max_clean_vs_gemini_seed_gap,mean_clean_vs_gemini_seed_gap,gemini_seed_support_gold,gemini_seed_support_clean,all_judge_support_gold,all_judge_support_clean,review_score,dataset,gen_model,task,episode,instruction,all_judge_scores,video_url,clean_output_snippet
part1,53,53,data__agibot_world__generated_data__wan22_ti2v5b_1280x704_f169_prefix__task_0139__episode_0001__1__task_0139_episode_0001,PA,2,4,2,2,3,2.5,2,1.5,1,0,3,2,39.5,agibot_world,wan22_ti2v5b_1280x704_f169_prefix,task_0139,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 2, ""Qwen3.7-Plus"": 2, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/agibot_world/generated_data/wan22_ti2v5b_1280x704_f169_prefix/task_0139/episode_0001/1/task_0139_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both robot arms and multi-finger grippers remain structurally consistent throughout; no extra fingers, melting, or major warping is visible, aside from normal motion blur as the left arm moves quickly. Scene & object consistency: the refrigerator, wall, counter, and right arm stay stable. The refrigerator door and interior appear consistently as the door opens, and the strawberries remain in the basket. There is some motion blur and slight ambiguity in the door ed"
part1,54,54,data__droid__generated_data__abot_physworld_f113_rewrite__task_0107__episode_0001__1__task_0107_episode_0001,IA,4,2,2,4,3,3.5,2,1.5,1,0,2,1,39.5,droid,abot_physworld_f113_rewrite,task_0107,episode_0001,"""Put the small round orange fruit from the table into the small dark cylindrical jar with the right gripper.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 2, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 3, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/droid/generated_data/abot_physworld_f113_rewrite/task_0107/episode_0001/1/task_0107_episode_0001.mp4,"{""reasoning"": ""Agent match: The same white robotic arm with the black right gripper shown in the first frame remains the manipulator throughout; no new agent appears. Object correctness: The small round orange fruit is present on the table and the gripper moves near it, but the fruit is not clearly grasped or carried; it appears to remain on the table in many frames. Goal completion: The small dark cylindrical jar stays on the table, and by the end the orange fruit is still visible outside the j"
part1,55,55,data__droid__generated_data__cosmos3_prefix__task_0106__episode_0001__1__task_0106_episode_0001,PA,5,3,2,2,5,3.5,2,1.5,1,1,3,2,39.5,droid,cosmos3_prefix,task_0106,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/droid/generated_data/cosmos3_prefix/task_0106/episode_0001/1/task_0106_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the white robot arm, black wrist, and two-finger gripper remain structurally consistent as they descend over the wooden table; the joints and cables keep plausible shapes without obvious melting or extra parts. Scene & object consistency: the black bowl, green cube, wooden tabletop, tool cabinet, striped curtain, and side fixtures stay fixed in the workshop scene; the cube keeps its color and blocky form. Interaction realism: the gripper approaches the green cube "
part1,56,56,data__egodex_human__generated_data__wan22_ti2v5b_1280x704_f169_rewrite__task_0056__episode_0001__1__task_0056_episode_0001,IA,5,3,2,4,5,4.5,2,1.5,1,0,3,2,39.5,egodex_human,wan22_ti2v5b_1280x704_f169_rewrite,task_0056,episode_0001,"""Rake patterns into the white sand of the black-rimmed zen garden box around the two mini rocks using the yellow mini rake with your right hand.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egodex_human/generated_data/wan22_ti2v5b_1280x704_f169_rewrite/task_0056/episode_0001/1/task_0056_episode_0001.mp4,"{""reasoning"": ""Agent match: The same visible right hand from the initial frame continues holding and moving the yellow mini rake throughout; no new or different manipulator appears. Object correctness: The manipulated object is the yellow mini rake, and it is used on the white sand inside the black-rimmed zen garden box, with the two mini rocks visible as the intended reference points. Goal completion: The rake is moved over the sand and appears to make some contact, but the resulting sand patte"
part1,57,57,data__gr1_inlab__generated_data__gigaworld_gr1_2b_f113_prefix__task_0048__episode_0001__1__task_0048_episode_0001,IA,5,3,2,5,3,4.0,2,1.0,1,1,4,2,39.0,gr1_inlab,gigaworld_gr1_2b_f113_prefix,task_0048,episode_0001,"""Manipulate a white cylindrical mug with the right gripper, lifting it from the wooden table.""","{""GPT-5.2"": 3, ""GPT-5.5"": 5, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/gr1_inlab/generated_data/gigaworld_gr1_2b_f113_prefix/task_0048/episode_0001/1/task_0048_episode_0001.mp4,"{""reasoning"": ""Agent match: The same right robotic gripper visible in the first frame performs the action; no new or different agent appears. Object correctness: The manipulated object is the white cylindrical mug on the wooden table, matching the instructed target. Goal completion: The right gripper approaches, grasps, and lifts the mug off the wooden table for several frames, so the lifting action is partially achieved. However, by the end the mug appears to be lowered back onto or very near t"
part1,58,58,data__open_x_embodiment__generated_data__gigaworld_gr1_2b_f113_rewrite__task_0025__episode_0001__1__task_0025_episode_0001,PA,4,2,2,2,4,3.0,2,1.0,1,1,4,2,39.0,open_x_embodiment,gigaworld_gr1_2b_f113_rewrite,task_0025,episode_0001,,"{""GPT-5.2"": 2, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/open_x_embodiment/generated_data/gigaworld_gr1_2b_f113_rewrite/task_0025/episode_0001/1/task_0025_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the white robot arm and black two-finger gripper remain mostly coherent, with the wrist housing, cable, and fingers keeping their general shape as they move over the floor. The gripper fingers sometimes look slightly warped or misaligned during the close-up, but there is no major limb duplication or severe deformation. Scene & object consistency: the blue cup, yellow bowl, black bin, brown divider, gray floor, and black box stay in roughly fixed positions, with on"
part1,59,59,data__robotwin__generated_data__wow_wan14b_f105_rewrite__task_0128__episode_0001__1__task_0128_episode_0001,IA,4,2,2,4,2,3.0,2,1.0,1,1,4,2,39.0,robotwin,wow_wan14b_f105_rewrite,task_0128,episode_0001,"""Use both the white and black AGILE X robot arms to grab the light pink slim wooden roller lying horizontally on the blue striped surface.""","{""GPT-5.2"": 2, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/wow_wan14b_f105_rewrite/task_0128/episode_0001/1/task_0128_episode_0001.mp4,"{""reasoning"": ""Agent match: The first frame shows a black robotic manipulator at the left, but the subsequent action is performed by human-like arms/hands wearing black and white gloves, not the same AGILE X robot arms. This is a major agent mismatch. Object correctness: The manipulated object is the light pink slim wooden roller from the initial scene, so the target object is correct. Goal completion: The roller is grasped and lifted, but the required use of both the white and black AGILE X rob"
part1,60,60,data__agibot_world__generated_data__wan22_ti2v5b_1280x704_f169_rewrite__task_0192__episode_0001__1__task_0192_episode_0001,PA,1,3,2,1,2,1.5,2,1.5,1,0,2,3,37.5,agibot_world,wan22_ti2v5b_1280x704_f169_rewrite,task_0192,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 1, ""PhyJudge"": 4, ""Qwen3.7-Max"": 1, ""Qwen3.7-Plus"": 2, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/agibot_world/generated_data/wan22_ti2v5b_1280x704_f169_rewrite/task_0192/episode_0001/1/task_0192_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the two black robot grippers remain mostly rigid and recognizable, but the right gripper is often occluded or visually ambiguous as a human hand enters. The human hand itself is mostly anatomically plausible, though it appears abruptly and seems to replace or overlap the robot hand in the interaction. Scene & object consistency: the silver refrigerator, white counter, sink, and open door are generally stable, but the black control panel and door edge shift in visi"
part1,61,61,data__egoscaler_human__generated_data__wan26_flash_prefix__task_0002__episode_0001__1__task_0002_episode_0001,IA,5,3,2,5,2,3.5,2,1.5,1,1,3,4,37.5,egoscaler_human,wan26_flash_prefix,task_0002,episode_0001,"""Place the small rectangular white and pink package in her right hand into the clear plastic bag in her left hand.""","{""GPT-5.2"": 2, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 3, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egoscaler_human/generated_data/wan26_flash_prefix/task_0002/episode_0001/1/task_0002_episode_0001.mp4,"{""reasoning"": ""Agent match: The same first-person hands visible in the initial frame perform the action throughout; the left hand with the watch and the right hand with the bracelet remain consistent, so the manipulator matches. Object correctness: The right hand manipulates the small rectangular white-and-pink package specified in the instruction, not the other items on the table. Goal completion: The package is moved toward the clear plastic bag, but the left hand appears to hold a clear cup/c"
part1,62,62,data__open_x_embodiment__generated_data__cogvideo_i2v_f113_prefix__task_0136__episode_0001__1__task_0136_episode_0001,IA,2,4,2,2,3,2.5,2,1.5,1,0,2,3,37.5,open_x_embodiment,cogvideo_i2v_f113_prefix,task_0136,episode_0001,"""Pick up the blue carton and place it into the blue basket.""","{""GPT-5.2"": 3, ""GPT-5.5"": 2, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/open_x_embodiment/generated_data/cogvideo_i2v_f113_prefix/task_0136/episode_0001/1/task_0136_episode_0001.mp4,"{""reasoning"": ""Agent match: The same robotic arm/manipulator visible in the first frame remains the apparent actor throughout the video, so the agent is consistent. Object correctness: The blue carton from the initial scene is the relevant target, and a blue carton-like object ends up in the basket, though the video shows some visual distortion/duplication of the carton. Goal completion: By the end, a blue carton is inside the blue basket, so the final spatial goal is achieved. However, the actu"
part1,63,63,data__open_x_embodiment__generated_data__cosmos3_rewrite__task_0022__episode_0001__1__task_0022_episode_0001,IA,5,3,2,5,3,4.0,2,1.0,1,1,3,3,37.0,open_x_embodiment,cosmos3_rewrite,task_0022,episode_0001,"""Move the green and orange peas & carrots can with the grey lid to the back of the wooden counter using the black gripper.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/open_x_embodiment/generated_data/cosmos3_rewrite/task_0022/episode_0001/1/task_0022_episode_0001.mp4,"{""reasoning"": ""Agent match: The same black robotic gripper/arm visible in the first frame performs the motion throughout; no new or different manipulator appears. Object correctness: The gripper targets and grasps the green/orange peas & carrots can with the grey lid, not the nearby pan, cloth, spoon, or fork. Goal completion: The can is lifted and shifted somewhat, but by the end it remains near the center/front area of the wooden counter rather than being placed at the back of the counter. The"
part1,64,64,data__egodex_human__generated_data__cogvideo_i2v_f113_rewrite__task_0117__episode_0001__1__task_0117_episode_0001,IA,3,5,2,4,3,3.5,2,1.5,1,0,1,3,36.5,egodex_human,cogvideo_i2v_f113_rewrite,task_0117,episode_0001,"""Open the white AirPods case with your hands.""","{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 5, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egodex_human/generated_data/cogvideo_i2v_f113_rewrite/task_0117/episode_0001/1/task_0117_episode_0001.mp4,"{""reasoning"": ""Agent match: The same pair of human hands visible in the first frame remains the manipulator throughout; no new or different agent appears. Object correctness: The hands interact with the white AirPods-style case from the initial scene, although the object visually morphs and becomes oversized later. Goal completion: By the end, the case is clearly open, with the lid raised and the interior visible. The instructed goal of opening the white AirPods case with the hands is achieved, "
part1,65,65,data__egoscaler_human__generated_data__wan22_ti2v5b_1280x704_f169_prefix__task_0022__episode_0001__1__task_0022_episode_0001,PA,2,4,2,2,3,2.5,2,1.5,1,0,2,4,36.5,egoscaler_human,wan22_ti2v5b_1280x704_f169_prefix,task_0022,episode_0001,,"{""GPT-5.2"": 2, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egoscaler_human/generated_data/wan22_ti2v5b_1280x704_f169_prefix/task_0022/episode_0001/1/task_0022_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the human hands, forearms, torso, and gray hair remain anatomically consistent; the fingers keep plausible proportions while reaching for the refrigerator handle. Scene & object consistency: the stainless fridge, blue door bins, white interior shelves, wooden floor, patterned tablecloth, and wall papers stay stable; the door opens and closes without teleporting. Interaction realism: the right hand contacts the lower handle, pulls the door open, then pushes it shut"
part1,66,66,data__egoscaler_human__generated_data__wan22_ti2v5b_1280x704_f169_rewrite__task_0096__episode_0001__1__task_0096_episode_0001,PA,2,4,2,2,3,2.5,2,1.5,1,0,2,4,36.5,egoscaler_human,wan22_ti2v5b_1280x704_f169_rewrite,task_0096,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 1, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egoscaler_human/generated_data/wan22_ti2v5b_1280x704_f169_rewrite/task_0096/episode_0001/1/task_0096_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both human hands and forearms remain anatomically consistent, with stable fingers, wrists, watch, and bracelet; no extra digits, melting, or warping is visible. Scene & object consistency: the bicycle wheel, black tire, silver spokes, yellow hub, concrete floor, wooden shelf, and blue tool stay coherent; the wheel keeps its circular shape. Interaction realism: the hands press the tire and rim plausibly, with the right hand stabilizing the wheel while the left hand"
part1,67,67,data__robotwin__generated_data__cosmos3_rewrite__task_0149__episode_0001__1__task_0149_episode_0001,IA,2,4,2,2,3,2.5,2,1.5,1,0,1,3,36.5,robotwin,cosmos3_rewrite,task_0149,episode_0001,"""Press the white rectangular switch.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/cosmos3_rewrite/task_0149/episode_0001/1/task_0149_episode_0001.mp4,"{""reasoning"": ""Agent match: The black robotic gripper/arm that enters from the left appears to be the manipulator acting in the scene; there is no clear evidence of a different agent taking over. Object correctness: The object contacted is the white rectangular switch on the table, matching the instructed target. Goal completion: The gripper moves to the switch and appears to touch or press it, but the frames do not clearly show a definite switch-state change or completed press action by the end"
part1,68,68,data__robotwin__generated_data__gigaworld_gr1_2b_f113_rewrite__task_0143__episode_0001__1__task_0143_episode_0001,IA,2,4,2,5,2,3.5,2,1.5,1,1,1,3,36.5,robotwin,gigaworld_gr1_2b_f113_rewrite,task_0143,episode_0001,"""Grab the black Coca-Cola bottle with red label and red cap.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 3, ""Qwen3.7-Max"": 4, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/gigaworld_gr1_2b_f113_rewrite/task_0143/episode_0001/1/task_0143_episode_0001.mp4,"{""reasoning"": ""Agent match: The initial scene shows a black robotic gripper/arm near the bottle, and the video begins with that manipulator interacting with the bottle. However, later a human hand appears and assists or takes over the manipulation, so the action is not consistently performed by the same manipulator shown in the first frame. Object correctness: The object being manipulated is the black Coca-Cola bottle with the red label and red cap, matching the instructed target. Goal completio"
part1,69,69,data__robotwin__generated_data__wan22_ti2v5b_1280x704_f169_prefix__task_0178__episode_0001__1__task_0178_episode_0001,PA,4,2,2,2,4,3.0,2,1.0,1,1,2,3,36.0,robotwin,wan22_ti2v5b_1280x704_f169_prefix,task_0178,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 2, ""Qwen3.7-Plus"": 2, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/wan22_ti2v5b_1280x704_f169_prefix/task_0178/episode_0001/1/task_0178_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the white AGILE arm and black gripper remain recognizable, but the wrist and fingers blur and change shape during fast motion. The teal pad and gray tool shift relative to the gripper, making the end effector look partially detached. Scene & object consistency: the beige tray, blue patterned table, green bottle, pink toy car, blue cup, and small box stay mostly fixed. The red fries packet and yellow fries appear abruptly on the tray, with little visible continuous"
part1,70,70,data__agibot_world__generated_data__wan26_flash_rewrite__task_0049__episode_0001__1__task_0049_episode_0001,PA,2,4,2,2,3,2.5,2,1.5,1,0,1,4,35.5,agibot_world,wan26_flash_rewrite,task_0049,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/agibot_world/generated_data/wan26_flash_rewrite/task_0049/episode_0001/1/task_0049_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both robot arms and black grippers remain structurally consistent throughout; no extra fingers, melting, or major warping is visible, aside from normal motion blur during fast movement. Scene & object consistency: the shelf, cart, boxes, and background remain stable with no obvious teleporting or morphing. The blue box and red/white box keep their identities, though the red/white box becomes visible in the cart after the blue box is removed, which is consistent wi"
part1,71,71,data__gr1_inlab__generated_data__wan26_flash_prefix__task_0050__episode_0001__1__task_0050_episode_0001,IA,5,3,2,5,3,4.0,2,1.0,1,1,2,4,35.0,gr1_inlab,wan26_flash_prefix,task_0050,episode_0001,"""Manipulate a white mug from the wooden table onto the black tree-like stand with the right robotic gripper.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 3, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/gr1_inlab/generated_data/wan26_flash_prefix/task_0050/episode_0001/1/task_0050_episode_0001.mp4,"{""reasoning"": ""Agent match: The same right robotic gripper visible in the first frame performs the action; no new or different manipulator appears. Object correctness: The manipulated object is the white mug initially on the wooden table, matching the instructed target. Goal completion: The right gripper successfully grasps and lifts the mug, but by the final frame the mug is still held by the gripper and is not placed onto or released on the black tree-like stand. The instructed final state is "
part1,72,72,data__agibot_world__generated_data__cosmos3_rewrite__task_0093__episode_0001__1__task_0093_episode_0001,PA,1,3,2,1,2,1.5,2,1.5,1,0,1,5,34.5,agibot_world,cosmos3_rewrite,task_0093,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 1, ""PhyJudge"": 3, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/agibot_world/generated_data/cosmos3_rewrite/task_0093/episode_0001/1/task_0093_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both robot arms and black grippers remain structurally consistent, with no obvious melting, extra fingers, or severe warping; the right arm motion is somewhat blurred but mechanically plausible. Scene & object consistency: the table, background, bag, bottle, and cup remain mostly stable, but the yellow cup changes appearance noticeably as it is lifted and placed, with its label/shape becoming less distinct and then looking like a smooth round object inside the bag"
part1,73,73,data__agibot_world__generated_data__wan26_flash_rewrite__task_0018__episode_0001__1__task_0018_episode_0001,PA,2,4,2,2,5,3.5,2,1.5,1,1,1,5,34.5,agibot_world,wan26_flash_rewrite,task_0018,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/agibot_world/generated_data/wan26_flash_rewrite/task_0018/episode_0001/1/task_0018_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both robot arms and two-finger grippers remain structurally consistent throughout; no extra fingers, melting, or major warping is visible, aside from normal motion blur and slight visual ambiguity during fast movement. Scene & object consistency: the tabletop, plastic bag, pink wipes, packaged food, and background remain stable with no obvious teleporting or morphing. The plastic bag deforms as it is contacted, which is plausible. Interaction realism: the wipes ar"
part1,74,74,data__agibot_world__generated_data__gigaworld_gr1_2b_f113_rewrite__task_0054__episode_0001__1__task_0054_episode_0001,PA,2,4,2,2,4,3.0,2,1.0,1,1,1,6,32.0,agibot_world,gigaworld_gr1_2b_f113_rewrite,task_0054,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/agibot_world/generated_data/gigaworld_gr1_2b_f113_rewrite/task_0054/episode_0001/1/task_0054_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both robot arms and black grippers remain structurally consistent throughout; no extra fingers, melting, or major warping is visible, aside from normal motion blur and slight visual ambiguity around the right gripper during fast movement. Scene & object consistency: the bed, background, cables, and beige garment remain stable with no obvious teleporting or disappearing objects. The garment’s shape changes as it is manipulated, but the cloth identity and main featu"
part1,75,75,data__robotwin__generated_data__happyhorse_rewrite__task_0101__episode_0001__1__task_0101_episode_0001,IA,5,3,2,3,5,4.0,2,1.0,1,1,1,6,32.0,robotwin,happyhorse_rewrite,task_0101,episode_0001,"""Shake the small brown curved plastic bottle with the gripper.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 3, ""PhyJudge"": 3, ""Qwen3.7-Max"": 3, ""Qwen3.7-Plus"": 3, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/happyhorse_rewrite/task_0101/episode_0001/1/task_0101_episode_0001.mp4,"{""reasoning"": ""Agent match: The same white-and-black AGILE robotic arm with the same gripper shown in the first frame remains the manipulator throughout; no new agent appears. Object correctness: The gripper is holding the small brown curved plastic bottle, which matches the instructed target object. Goal completion: The bottle is grasped and slightly moved, but there is no clear repeated back-and-forth shaking motion by the end; the action appears more like holding/lifting than shaking. Thus th"
part1,76,76,data__egoscaler_human__generated_data__wow_wan14b_f105_rewrite__task_0044__episode_0001__1__task_0044_episode_0001,PA,5,2,3,3,2,2.5,1,0.5,0,2,4,3,37.5,egoscaler_human,wow_wan14b_f105_rewrite,task_0044,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 3, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egoscaler_human/generated_data/wow_wan14b_f105_rewrite/task_0044/episode_0001/1/task_0044_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the human hand remains mostly structurally consistent while holding the pan handle, with no severe melting or extra fingers, though the fingers look slightly distorted in some frames. Scene & object consistency: there is a major temporal discontinuity from the first frame to the rest of the video, with the entire scene changing abruptly. The green food/object appears inside the pan without a visible source, then disappears, and the pan contents morph between frame"
part1,77,77,data__egoscaler_human__generated_data__wan22_ti2v5b_1280x704_f169_rewrite__task_0096__episode_0001__1__task_0096_episode_0001,IA,2,5,3,4,4,4.0,1,1.0,0,2,2,5,35.0,egoscaler_human,wan22_ti2v5b_1280x704_f169_rewrite,task_0096,episode_0001,"""Adjust both hands' positions on the black bicycle tire and silver spokes.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egoscaler_human/generated_data/wan22_ti2v5b_1280x704_f169_rewrite/task_0096/episode_0001/1/task_0096_episode_0001.mp4,"{""reasoning"": ""Agent match: The same two human hands/arms visible in the first frame remain the manipulator throughout; no new or different agent appears. Object correctness: The hands interact with the black bicycle tire and the silver spokes, which are the specified target objects. Goal completion: The hands do change their positions on the tire and spokes over the sequence, with the left hand moving around the tire/spoke area and the right hand shifting from the tire to the spoke region. Howe"
part1,78,78,data__open_x_embodiment__generated_data__cosmos3_prefix__task_0087__episode_0001__1__task_0087_episode_0001,PA,5,3,2,1,3,2.0,2,1.0,0,2,2,2,33.0,open_x_embodiment,cosmos3_prefix,task_0087,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 1, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/open_x_embodiment/generated_data/cosmos3_prefix/task_0087/episode_0001/1/task_0087_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the black robotic arm and two-finger gripper remain structurally consistent throughout, with no obvious melting, extra parts, or severe warping; some motion blur and occlusion make the fingers hard to read but not physically broken. Scene & object consistency: the toy kitchen, stove coils, shelf, mug, plate, and small objects remain mostly stable. The large silver appliance changes from a vertical door-like object to a horizontal oven-like unit, but this can be in"
